tweetId,user,created,no_of_likes,source_of_tweet,sentiment,,,
1918,NiamhMoran10,2021-05-18 16:40:43+00:00,0,None,"@gavi What a great idea: With tourism hit hard by the pandemic, camel riders in Northern Kenya have repurposed their herds to help spread the word about COVID-19 vaccines, using traditional healer...",,,
1919,Profsam78312226,2021-05-18 16:31:27+00:00,0,None,@ntvkenya Kenya doesn't need vaccine of poison bcoz science have failed terribly to fight covid-19 on simple ground covid-19 is a curse not a disease therefore anyone considering it a disease is t...,,,
1920,FerdyOmondi,2021-05-18 13:36:09+00:00,3,None,"@_fels1 😅 In fairness,  Covax (the international scheme for equal access to Covid-19 vaccines) is 140 million doses short because of India's continuing Covid crisis.\nKenya received 1.2 million do...",,,
1921,FerdyOmondi,2021-05-18 13:30:41+00:00,59,None,"Kenya could run out of Covid-19 vaccines as early as next week, says govt. No guarantees on 2nd Jab which were expected to begin in June, with India stalling vaccine exports. 30-million Johnson&am...",,,
1922,DigiRedio,2021-05-18 12:19:13+00:00,1,None,#PataChanjoKaaChonjo Tune in to Makala Ya Tumaini today and Thursday as we discuss today's topic on the COVID-19 vaccine @MOH_Kenya @UNICEFKenya \n@USAIDKenya #MakalaYaTumaini #DigiRedio https://t...,,,
1923,boncentre,2021-05-18 07:50:07+00:00,0,None,"@MOH_Kenya In stead of using this money to advertise covid-19, why can't you use it to develop a Kenyan made vaccine?.",,,
1924,john_giks,2021-05-18 06:29:11+00:00,1,None,@MOH_Kenya Your *719# portal still saying there is no Covid-19  vaccine and that scientists are still working on developing one.  This is NOT the reason we have no vaccines in Kenya. https://t.co/...,,,
1925,DrAhmedKalebi,2021-05-18 03:59:30+00:00,30,None,The high COVID-19 seroprevalence in Kenya calls for a strategic approach focusing on vaccinating as much of the population with one dose of the 2-dose vaccine regimen since ~1/2 of the population ...,,,
1926,FelixOdhiss,2021-05-17 19:43:42+00:00,1,None,In kenya almost every decision is made at night!!!\nBBI court ruling...\nImpeachment by the senate...\nCovid 19 vaccines arrival...\nElection results...\n\nApparently even the covid virus was more...,,,
1927,MEsipisu,2021-05-17 18:43:16+00:00,17,None,"And then a glimpse of the Covid-19 @AstraZeneca vaccine production facility at Keele. ""Cobra"" is literally at the front line of fighting the coronavirus in the UK and we are exploring how we can p...",,,
1928,Penseuse,2021-05-17 16:30:00+00:00,0,None,"How ""camel riders"" are helping the COVID-19 vaccine push in Kenya https://t.co/3aeVvIWDG8 [@gavi]",,,
1929,d4559eee4aac42c,2021-05-17 11:51:16+00:00,1,None,"As much as you want to defend him, the question  that lingers in the mind of kenyans. Let him also tell us if by that time all kenya would have received vaccines and  covid 19 billionares would be...",,,
1930,MosesGicharu,2021-05-17 11:40:51+00:00,0,None,@DrAhmedKalebi @MOH_Kenya @InteriorKE @StateHouseKenya @alykhansatchu @Asmali77 @kmpdu @KenyaMedics_KMA @daktari1 @YatichN @WHOKenya This tweet summarizes all what is wrong with Kenya esp regardin...,,,
1931,CHReaDKenya,2021-05-17 06:23:28+00:00,7,None,Scramble for Covid-19 vaccine exposes pitfalls of Africa’s pittance investment in research and development https://t.co/hfKArRA1tS @SAHTACtweets @Amref_Worldwide @Amref_Kenya @PATHadvocacy,,,
1932,Benwakamuti,2021-05-17 04:47:41+00:00,1,None,"IN THE HEADLINES\nKenya will start administering the second dose of the AstraZeneca COVID-19 vaccine in the first week of June, the Ministry of Health said in a statement on Friday. @KBCChannel1 @...",,,
1933,Blogs_Kenya,2021-05-17 04:03:55+00:00,0,None,[Hapa Kenya] Kenyans will get second dose of COVID-19 vaccine in June 2021: The Ministry of Health (MOH) has released an update of the COVID-19 Vaccine roll out in Kenya in a press release. Accord...,,,
1934,flashinfong,2021-05-16 11:15:46+00:00,0,None,"5/16/2021\n\nKenya will start administering the second dose of the AstraZeneca COVID-19 vaccine in the first week ofJune, the Ministry of Health said in a statement on Friday.This followed the cou...",,,
1935,MainaKisa,2021-05-15 17:18:29+00:00,1,None,@ntvkenya 4. Kenyans should accept to be vaccinated. There is a lot of variety of vaccine in Kenya in public and private. Go for them. Are you waiting kupembelezwa like a baby?\n5. Kenyans should ...,,,
1936,LeftLois,2021-05-15 15:58:28+00:00,0,None,"India has stopped exporting vaccine now, trying to get their people vaccinated. 😷 Covid-19 vaccine  & PPE's supplies are nearly depleted in Kenya, prompting fears of a massive spread of covid-...",,,
1937,telugubullet,2021-05-15 02:50:34+00:00,0,None,Kenya to start second dose of Covid-19 jabs in June https://t.co/gAB1T9XEWy #covid19 #covid19 #kenya #seconddose #vaccine https://t.co/cusipbiAhU,,,
1938,TonyMurega,2021-05-14 23:08:26+00:00,13,None,"Guys, AstraZeneca isn't the only COVID-19 vaccine available in the world. Only in Kenya.\nOther nations are massively doing vaccinations & getting ready to reopen their economies.\nIn Kenya, w...",,,
1939,Shahid11828,2021-05-14 20:49:16+00:00,0,None,"One of Kenya's top scientists has a warning for the world\nCovid-19 vaccine supplies are nearly depleted in Kenya, prompting fears among health experts. CNN's Jomana Karadsheh reports.\nMay 15, 20...",,,
1940,News_Kenya,2021-05-14 15:19:21+00:00,1,None,"Kenyans to receive second Covid-19 dose in June 2021: Kenyans will receive their second dose of Covid-19 vaccine starting the first week of June 2021, the Ministry of Health has said. The decision...",,,
1941,News_Kenya,2021-05-13 14:10:31+00:00,0,None,Panel calls for more funding in the fight against COVID-19: A panel of leading experts has called for more funding to increase the manufacturing capacity of COVID-19 vaccines in the World. The pan...,,,
1942,KTNNewsKE,2021-05-12 18:32:42+00:00,3,None,Kenya still waiting for Covid-19 vaccines as Ministry of Health says the 2nd Covid-19 jab is set to start in June.\n\n#NewsHour \nhttps://t.co/oDiC6wLzoC https://t.co/AZK5Zty2su,,,
1943,Blogs_Kenya,2021-05-12 10:23:48+00:00,0,None,"Kenya’s positivity rate eases as Africa Covid vaccine purchase worries rise: Kenya has in the last 24 hours recorded another 356 people who have turned positive for Covid-19, from a sample size of...",,,
1944,ProfoundTours,2021-05-12 07:47:42+00:00,0,None,"🇰🇪 Kenyan tour guides take the Covid-19 vaccine.💉\n\n#RoadToRecovery - Around 250 tour guides from Kenya's national parks lined up in Nairobi this week to receive the vaccination, as part of a gov...",,,
1945,wnyakwada,2021-05-12 06:29:23+00:00,0,None,"""Low uptake of Covid-19 jabs blamed on misinformation"".  This is very true particularly in Kenya where the only vaccine available, ""AstraZeneca"", is not approved for use in some countries due to r...",,,
1946,Bill_mkenya,2021-05-12 04:58:14+00:00,0,None,"BTW, what's the current situation of covid 19 vaccine in Kenya? Are there second shots? Are there shots available for those who haven't been vaccinated? @StateHouseKenya @MOH_Kenya",,,
1947,Moguldom,2021-05-11 16:01:00+00:00,1,None,Anti-Vaccine Doctor In Kenya Dies From Covid-19:  https://t.co/CjqQD1r948,,,
1948,lawyershubkenya,2021-05-11 12:23:30+00:00,8,None,Kenya backs US proposal to temporarily waive Intellectual Property rights for Covid-19 vaccines in a bid to increase global supplies of doses.\nhttps://t.co/hOTBuITqVM\n\n#TechPolicy #LegalTech #T...,,,
1949,ForeignOfficeKE,2021-05-11 10:41:06+00:00,8,None,"Kenya and Spain discussed Bilateral Cooperation in diplomatic relations, trade and investment, education and Covid-19 vaccine support among other issues. https://t.co/dETe6s4Wdw",,,
1950,whtsinit4Africa,2021-05-11 06:57:16+00:00,1,None,The #GlobalAfrica Weekly Review is out! \n\n📌African Activists Welcome US Support of COVID Vaccine Waiver \n📌Rwanda in talks to produce Covid-19 vaccines \n📌 Morocco recalls ambassador in Germany ...,,,
1951,kcauniversity,2021-05-10 14:50:52+00:00,21,None,Vice Chancellor Prof. Isaiah Wakindiki led KCA University staff and students in receiving COVID-19 vaccine. This is the only way we can manage the health and safety of the campus community. We tha...,,,
1952,KCAUVC,2021-05-10 14:46:00+00:00,7,None,"This afternoon, I led KCA University staff and students in receiving COVID-19 vaccine. This is the only way we can manage the health and safety of the campus community. I thank the PS Ministry of ...",,,
1953,News_Kenya,2021-05-10 10:40:45+00:00,0,None,"Egypt to produce China’s Sinovac COVID-19 vaccine in June: CAIRO, May 9 - Egyptian Health Minister Hala Zayed said on Sunday that Egypt will start locally producing China's Sinovac COVID-19 vaccin...",,,
1954,Nanjala1,2021-05-10 09:47:34+00:00,17,None,If you're in Kenya and you'd like to report adverse reactions to the COVID-19 vaccine these are the people to contact. H/t @yegonemmanuel_ https://t.co/0mFT6QhLWy,,,
1955,AfricaCheck,2021-05-10 09:20:00+00:00,2,None,"Two months into Kenya’s Covid-19 vaccine rollout, top health official Dr Mercy Mwangangi said the country was seventh “on the leaderboard of vaccination in the world”. https://t.co/6Sg1EWjAtF",,,
1956,OliverMathenge,2021-05-10 07:33:24+00:00,5,None,Kenya is still optimistic that the second consignment of Covid-19 vaccines will land in the country before the end of this month. https://t.co/etyFbBitul,,,
1957,travesocial,2021-05-10 00:54:21+00:00,0,None,"African countries are worried they will be the world's next Covid-19 hotspot as vaccine supplies begin to run out. In Kenya, people are expecting to not receive their second dose on time. Health a...",,,
1958,fiffywm,2021-05-09 18:42:37+00:00,2,None,"@CountSnarkula @Pink_MyFavorite @Reuters Worse, is that There's Covid-19 Indian variant in SA, Kenya, Ug. There's a lot of misinformation around the vaccines. Plus the economic manipulation, to bu...",,,
1959,CNNAfrica,2021-05-09 12:01:51+00:00,20,None,"African countries are worried they will be the world's next Covid-19 hotspot as vaccine supplies begin to run out. In Kenya, people are expecting to not receive their second dose on time. https://...",,,
1960,Karanimutonga,2021-05-09 07:45:04+00:00,0,None,"@Renegade_KE @nelsonkimathi @TomMboya @bonifacemwangi @ItsMorrisNdegwa I can tell you that very very few private hospitals in Kenya can source and import these COVID-19 vaccines. In Kenya, Aga Kha...",,,
1961,cnni,2021-05-08 18:30:05+00:00,71,None,"African countries are worried they will be the world's next Covid-19 hotspot as vaccine supplies begin to run out. In Kenya, people are expecting to not receive their second dose on time. https://...",,,
1962,DavidKipkorir,2021-05-08 08:55:39+00:00,1,None,"While Kenya's leadership is embrangle in BBI, Rwanda is in negotiations with Covid-19 vaccine manufacturers to see how the jab can be produced locally..",,,
1963,ok_mwania,2021-05-08 08:18:29+00:00,9,None,"This is Madagascar Covid-19 vaccine/cure - CVO. In Kenya, yetu inacome when. Question to Kemri and Kemsa. Ama stealing first!\n\n#MasculinitySaturday SHE IS NOT YOUR RELATIVE Jesus Christ 83 MPs T...",,,
1964,bonifacemwangi,2021-05-08 04:56:51+00:00,99,None,"The cheapest Covid-19 test in Kenya is Sh5000. People working in the hospitality industry have to routinely test their staff, why can’t the government ensure there is vaccines for those who can af...",,,
1965,DrAhmedKalebi,2021-05-07 13:40:15+00:00,5,None,"@bonifacemwangi @OndariMogeni @MOH_Kenya Also remember that 1 dose of the vaccine is still quite effective in providing some protection against severe COVID-19 compared to no vaccine at all, so ev...",,,
1966,TvTransit,2021-05-07 09:41:27+00:00,2,None,"Indian Covid-19 variant ‘transmissible, deadly, can dodge vaccines’\nKenya is the second country in East Africa after Uganda to confirm the Indian Covid-19 variant.\nDeepState https://t.co/dwGU8BprWf",,,
1967,NationAfrica,2021-05-07 03:00:00+00:00,3,None,"Kenya gears up for trials on Chinese Covid-19 vaccine\n\nThe trials will be conducted in China, Indonesia and Kazakhstan, with Kenya as the only African country participating in the project.\nhttp...",,,
1968,mikewachira,2021-05-06 18:16:58+00:00,18,None,So with the deadly Indian Variant of COVID-19 already reportedly here in Kenya what are the chances these vaccines we have for the previous strains will be effective against it ?,,,
1969,AfricaTaehyung,2021-05-06 17:04:52+00:00,650,None,"#3YearsWithSingularity anniversary project 🔥\n\nWe and @BTSV_Kenya donated in Kim Taehyungs name to GoGiveOne foundation, we hope our donation will go a long way in getting Covid-19 vaccines to th...",,,
1970,cecimwen,2021-05-06 13:26:31+00:00,8,None,"""COVID-19 has taught us that it's possible to develop, do trials and deploy  vaccines in less than a year"" @Shakwei, CEO, Amref Health Innovations.\n\n@Amref_Worldwide \n@Amref_Kenya \n@AmrefMedic...",,,
1971,funds4disaster,2021-05-06 12:00:25+00:00,2,None,.@Amref_Worldwide received a grant from our #COVID19 Fund to accelerate vaccine deployment to priority populations to save lives and mitigate the effects of COVID-19 in Machakos and Kajiado Counti...,,,
1972,McKenzieCNN,2021-05-06 06:49:03+00:00,6,None,We have new reporting on how the Indian Covid-19 crisis  could affect vaccine supply to several countries in Africa - with a particular focus on Kenya - coming up on @cnni with @rosemaryCNN #KOT,,,
1973,SamNato,2021-05-06 04:46:28+00:00,4,None,Chinese Covid-19 vaccine trials in Kenya. Good morning,,,
1974,CHReaDKenya,2021-05-06 04:29:59+00:00,1,None,Setting The Record Straight: Demystifying the Covid-19 Vaccine in Kenya #VaccinesWork #GetVaccinated,,,
1975,mmnjug,2021-05-06 04:16:19+00:00,0,None,Kenya is in the process of approving clinical trials for a Chinese recombinant Covid-19 vaccine (Sf9 cells) developed from insect cells https://t.co/KfkZ31u94b,,,
1976,arapcodi,2021-05-05 13:42:20+00:00,2,None,"School calendar below at a time double mutant Covid-19 variant is already in Kenya. It's understandable education policy makers brought up kids in the 80s, 90s and can't understand pressure kids p...",,,
1977,debunkdotmedia,2021-05-05 04:31:41+00:00,2,None,"•Death toll in Kenya rises to 2,805, while total persons vaccinated stands at 894,076.\n\n•Tanzania suspends flights between Dar es Salaam and Mumbai.\n\n•South Africa receives first batch, 325,26...",,,
1978,Scarlet_B1,2021-05-04 16:01:57+00:00,0,None,"Revital Health has already put Kenya on map by being only company in Africa licensed to produce Covid-19 vaccine syringes,making it 1 of few companies in world whose products have been approved by...",,,
1979,darylbalfour,2021-05-03 20:28:31+00:00,0,None,"@DrZweliMkhize @CyrilRamaphosa Most frontline tourism workers in Kenya have already received their first Covid 19 vaccines, and have dates for the second. Why is South Africa lagging so far behind...",,,
1980,BeckyMutuli,2021-05-03 08:09:57+00:00,2,None,"As we mark one year since the first case of COVID-19 was reported in Kenya, we are also heralding the arrival of the vaccine, a ray of light amidst the darkness that the pandemic cast on women and...",,,
1981,Incognoscible_,2021-05-02 23:18:14+00:00,0,None,"@stewak2 @LurkinGee @bergerbell Of COVID-19. \n\nAnd pray that what happened in Kenya in 2014 does not happen now. \n\nBut, I fear that what happened with these tetanus vaccines with hCG, will now...",,,
1982,Sophie_Mokoena,2021-05-02 16:25:37+00:00,6,None,Tonight at 20:00  international news update. Preview on  World Press Freedom Day @sherwiebp. Tanzania's President @SuluhuSamia is expected to visit Kenya this week @sarahkimani. Update on the COVI...,,,
1983,c9OYoscAz4N41UX,2021-05-02 15:51:23+00:00,2,None,"@KBonimtetezi @MutahiKagwe @StateHouseKenya In kenya, vividly, covid-19 is a super cs political 🔥🔥 tool to contain Tangas tangas...else why Ban Sputniks Better Vaccine and Bring In Bill Gates prep...",,,
1984,kbcenglish,2021-05-01 13:39:44+00:00,1,None,First recipients of the second Covid-19 vaccine will get the jabs in the first week of June according to The Ministry of Health @MOH_Kenya \n\n^CG https://t.co/WTN3CQYrbq,,,
1985,OliverMathenge,2021-05-01 10:27:17+00:00,18,None,"Covid-19 in Kenya... \nWith the vaccine shortage set to stretch to beyond 2022, how long before we build another mountain? https://t.co/HmYvFrC4wS",,,
1986,ntvkenya,2021-05-01 08:30:00+00:00,12,None,Covax says Covid-19 vaccine may not arrive in Kenya as planned https://t.co/QKnsdSLhPm,,,
1987,nyawizzy,2021-05-01 07:34:15+00:00,3,None,"ICYMI\nYou can now register for the Covid-19 Vaccine in Kenya.\nIf you got the first shot, the details have been captured plus date of your 2nd. (Changed from 8 wks to 12 wks)\nYou can also downlo...",,,
1988,ntvkenya,2021-04-30 18:39:36+00:00,9,None,"Covid-19 Vaccine Shortage:\n\nIndia's Covax Facility may no longer be in a position to deliver Covid-19 vaccines to countries in the program, including Kenya.\n\n#NTVWeekendEdition @OBurrows @NBry...",,,
1989,OliverMathenge,2021-04-30 15:53:47+00:00,45,None,"FYI:\nYou can now register for the Covid-19 Vaccine in Kenya.\nFor those who have already had their first shot, the details are captured with the date of the second shot also recorded and you can ...",,,
1990,News_Kenya,2021-04-30 14:30:10+00:00,1,None,"Pfizer/BioNTech seek Covid jab approval for 12-15-year-olds in EU: Frankfurt, Germany April 30 - Pfizer/BioNTech said Friday they have asked European regulators to authorise their Covid-19 vaccine...",,,
1991,NationAfrica,2021-04-30 09:30:00+00:00,17,None,"Dr Karanja had maintained a strong stance against the Covid-19 vaccination drive in the country. In a statement in early March, the Kenya doctor argued that there was no need for Kenyans to take t...",,,
1992,news_viusasa,2021-04-30 04:35:08+00:00,0,None,"Doctor Stephen Karanja, the chairman of the Kenya Catholic Doctors Association (KCDA) who opposed administration of Covid-19 vaccines in Kenya, has died of Coronavirus. Dr. Karanja died at the Mar...",,,
1993,ThikaTowntoday,2021-04-30 03:57:21+00:00,1,None,"Dr. Stephen Karanja, who strongly opposed the administration of COVID-19 vaccines in the country, has died after contracting COVID-19.\n\nDr. Karanja, who was the chair of the Kenya Catholic Docto...",,,
1994,StorizaKenya,2021-04-29 16:46:21+00:00,10,None,"DR. STEPHEN KIMOTHO KARANJA, Kenya Catholic Doctors Association Chairman has died of suspected COVID-19. Karanja had urged Kenyans not to take the COVID-19 vaccine as it is ""unnecessary"". May the ...",,,
1995,GLOCEPS1,2021-04-29 14:53:54+00:00,1,None,https://t.co/fXtFd8OGZ9 Challenges and opportunities in accelerating mobilisation of adequate COVID-19 vaccines for economic rejuvenation in Kenya @MOH_Kenya,,,
1996,TourvestDM,2021-04-29 04:16:46+00:00,8,None,"🇰🇪 Kenyan tour guides take the Covid-19 vaccine.💉\n\n#RoadToRecovery - Around 250 tour guides from Kenya's national parks lined up in Nairobi this week to receive the vaccination, as part of a gov...",,,
1997,g_odunga,2021-04-29 01:16:26+00:00,0,None,@MOH_Kenya @StateHouseKenya pandemics can only be fought by well known scientists across the world not political retirees. The former British PM has never discovered any vaccine. There4 he can't h...,,,
1998,iJackGa,2021-04-28 20:05:22+00:00,0,None,@spectatorindex COVID-19 vaccine doses given per 100 people.\n\nIsrael: 120\nUAE: 103\nChile: 73\nUK: 68\nUS: 68\nCanada: 31\nKenya: 30\nGermany: 30\nItaly: 29\nFrance: 28\nNorway: 27\nTurkey: 25\...,,,
1999,poel_ke,2021-04-28 17:53:20+00:00,4,None,The fight against Corona virus is still on.The Ministry of Health reminds you that Covid-19 vaccines are available in selected hospitals in all the counties in Kenya.Those being deployed by the go...,,,
2000,jenkers_en,2021-04-28 17:37:01+00:00,0,None,#Kenya'n tour guides take #Covid-19 vaccine in hopes of tourism revival https://t.co/gOa4HEV7Id,,,
2001,FamilyRadio316,2021-04-28 13:10:00+00:00,0,None,"Kenyans who received the first dose of the AstraZeneca vaccine against Covid-19 last month will get the second in June. This will be a 12-week interval between the two doses, which is within the r...",,,
2002,SadimaMorangi,2021-04-28 12:32:51+00:00,3,None,"Yaani everyday in this Kenya of ours is a circus. Nothing good is being reported, expired drugs, cooking of covid 19 vaccination figures, mixing of vaccines. What is happening right? Where?",,,
2003,USAIDKenya,2021-04-28 10:00:22+00:00,5,None,"Vaccines are critical in the battle against COVID-19. @MOH_Kenya is currently prioritizing essential workers, such as healthcare workers, and persons over the age of 58 as the path to mass vaccina...",,,
2004,TerryMutuku,2021-04-28 01:55:53+00:00,1,None,#Kenya tour guides take #COVID -19 vaccine in hopes of #tourism revival | National Post #Travel #Safari  https://t.co/ylTV4k1wWL,,,
2005,Manyunyu_Corg,2021-04-27 19:45:55+00:00,3,None,Towards making sure the Community #StaySafe through this Covid-19 period. With @EUinKenya support through @SFCG_Kenya & @SFCG_EU we were able to give knowledge on the vaccine and Covid-19 prev...,,,
2006,TheDJBoyie,2021-04-27 17:17:51+00:00,9,None,Tumeskia story mob kuhusu hizi vaccines za Covid-19. Hapa Kenya wasee wanasema zina-work na side effects si mob sana. Leo tunabonga na professional atuchapie hii story in detail. Tukingojea Shujaa...,,,
2007,gathara,2021-04-27 10:40:58+00:00,1,None,"Question: Are ""tourism and hospitality players"" included in the priority groups identified by @MOH_Kenya's National Covid-19 Vaccines Deployment and Vaccination Plan? Or has this since changed? If...",,,
2008,GBWangalwa,2021-04-27 10:10:08+00:00,0,None,"#Political #Leaders should unlearn #management & relearn being #Human in order to deal with ravages of #COVID19   \n750,000+ Kenyans in dilemma over second dose of Covid-19 vaccine https://t.c...",,,
2009,ArpitaDutt1,2021-04-27 08:26:56+00:00,7,None,News of a potential malaria vaccine is brilliant. Malaria almost killed me in 2001 after a safari holiday in Kenya. 🙏 NHS. It is one of the leading causes of child mortality in Africa and killed f...,,,
2010,Joe_Kioko,2021-04-27 05:48:11+00:00,0,None,"While lawmakers are meeting to discuss effects of Covid-19, procurement or manufacturing of vaccines - Kenya lawmakers (among highest paid in the world) shall meet to discuss BBI.",,,
2011,coastguidekenya,2021-04-27 05:25:02+00:00,0,None,"Read Coastal Guide's article about COVID-19 vaccine campaign in Kenya! Stay safe, protect yourself 😷\n\nhttps://t.co/NV8vBKvCKg https://t.co/7CrymyLdV7",,,
2012,KTNNewsKE,2021-04-26 19:37:21+00:00,2,None,State of the pandemic: Vaccinating Kenya.\nDr. Willis Akhwale ( Chair Covid-19 Vaccines Deployment & Vaccination Taskforce) joins us live in studio for that discussion.\n\n#KTNPrime https://t....,,,
2013,daveskariuki,2021-04-26 16:22:08+00:00,0,None,Mps in kenya didn't see any need to have a special session for Covid-19 vaccines crisis or even allocate funds for those affected by lockdown rules and such effects.But they meet for a two-day ses...,,,
2014,KTNNewsKE,2021-04-26 14:24:15+00:00,7,None,"What questions do you have on the Covid-19 vaccine in Kenya? \nDr. Willis Akhwale, the Chairperson of the Covid-19 Vaccines Deployment and Vaccination Taskforce will be answering your questions to...",,,
2015,mandela_odinga,2021-04-26 12:25:37+00:00,2,None,"Twitter announced to open an African hqts @  Ghana, Jeff Bezos giant Amazon is opening African hqts @ South Africa,,Egypt was cleared by WHO to start manufacturing Covid-19 vaccines,, here in Keny...",,,
2016,DadaDigitalNews,2021-04-26 09:40:51+00:00,6,None,Women in Kenya raise concerns over missing periods after taking the COVID-19 Vaccine\n#COVID19Vaccination #COVID19\n#AstraZeneca #COVID19 #periods\n#DadaHealth\n https://t.co/ggL4asPlup,,,
2017,tripleline,2021-04-26 08:52:19+00:00,7,None,Our #Kenya Country Head @RajivKenya volunteered for planning&roll-out of #COVID19 vaccine to the local community in #Nairobi.Aligning with the National COVID-19 #vaccines Deployment & Vacc...,,,
2018,ok_mwania,2021-04-25 19:38:17+00:00,1,None,"In India, Covid-19 is out control, so no more Oxford Astrazeneca vaccine from there. Let Kemri release 'our' vaccine - they one they said last year they were developing.\n\nKenya Power Harry Kane ...",,,
2019,Manyunyu_Corg,2021-04-25 15:09:00+00:00,5,None,"Today we conducted an in-reach activity on matters Covid-19 prevention and the Vaccine as we engaged Religious leaders from Barisheba Kisauni Sub County, in Mombasa County with the support of @EUi...",,,
2020,Horninstitute,2021-04-25 11:38:53+00:00,3,None,"#Covid_19 in the greater Horn of Africa region as of April 25, 2021 \n\n#vaccine #Ethiopia #COVIDIOTS #UFC261 #kenya #COVID19India #Uganda #Somalia https://t.co/gWm0wGG4K7",,,
2021,TheKenyanPost,2021-04-24 19:50:05+00:00,0,None,Kenya to set up Covid-19 vaccine manufacturing plant in Nairobi by the end of the year – MUTAHI KAGWE reveals. | E! NEWS Blog https://t.co/kOctU7ogEH via @TheKenyanPost,,,
2022,jnyairo,2021-04-24 16:30:24+00:00,2,None,"@tezira “From Mashakura to Bahatisha: Kenya’s Odyssey With COVID-19 Vaccine Protocols”,\n\nA sad thesis submitted in partial fulfillment of the requirements for the degree of Master’s In Public He...",,,
2023,News_Kenya,2021-04-24 13:59:19+00:00,1,None,Egypt signs agreement with China to manufacture Sinovac vaccine locally: The signing of an agreement by China and Egypt to produce COVID-19 vaccines in Egypt is a new milestone in their anti-epide...,,,
2024,Analyst__Ke,2021-04-24 13:55:12+00:00,2,None,@citizentvkenya Uongo \nCOVID-19 vaccine doses given per 100 people.\nIsrael: 119. \nUAE: 102\nChile: 72.\nUK: 66\nUS: 66\nSpain: 27\nGermany: 29\nCanada: 27\nItaly: 26\nNorway: 25\nFrance: 25\nTu...,,,
2025,ovendi101,2021-04-24 13:45:05+00:00,1,None,...India has zero rated taxes on importation of medical oxygen and allowed pvt importation of Covid 19 vaccines to battle a ravaging 2nd wave of the pandemic....\n\n...meanwhile in Kenya have bann...,,,
2026,liech_dr,2021-04-24 08:03:18+00:00,0,None,"@CNN We, the diversetated poor know nothing about COVID-19 Vaccines in Kenya!",,,
2027,dagetariwawatu,2021-04-24 06:47:44+00:00,3,None,"Vaccination is the only answer to COVID 19 but Kenya has messed up big time with now no 2 nd Oxford jab for medics as time running out , ban on private import of Sputnik already in country and no ...",,,
2028,eliane_furrer,2021-04-23 19:34:54+00:00,0,None,"Two years ago the first malaria vaccine started to reach children in Malawi. Across the three pilot countries (Ghana, Kenya, Malawi), already 650,000 children have been given at least 1 dose. The ...",,,
2029,WorldBankKenya,2021-04-23 12:02:11+00:00,3,None,"@WorldBank, in partnership with the @WHO, @UNICEF, @GlobalFund and @gavi is supporting countries assess their policies  & plans for vaccination roll-out through the assessment of Country Readi...",,,
2030,TheKenyanPost,2021-04-23 10:46:36+00:00,1,None,Kenya to set up Covid-19 vaccine manufacturing plant in Nairobi by the end of the year – MUTAHI KAGWE reveals. https://t.co/Cvxm8wH6P4,,,
2031,DadaDigitalNews,2021-04-23 10:06:47+00:00,2,None,"Today in our Dada Health segment, we highlight on the FAQs by the Pharmaceutical Society of Kenya addressing public concern around the COVID-19 Vaccine. Stay tuned\n@PSofKenya @ppbkenya\n#DadaHeal...",,,
2032,kipikenya,2021-04-23 08:10:35+00:00,1,None,"12/ capable of being made or used in the industry. e.g. #COVID-19 #Vaccines, @dnjuguna  Manager #Patent Division, @ahmedissack7861, @kipikenya @NairobiChamber @KENIAupdates @KenyaCopyright @ACAKen...",,,
2033,gathara,2021-04-23 07:11:31+00:00,4,None,"Good morning. My question was whether they are in the priority groups as identified by @MOH_Kenya's National Covid-19 Vaccines Deployment and Vaccination Plan, or over 58 years old. If not, are th...",,,
2034,monk_kenya,2021-04-22 19:52:34+00:00,2,None,#Newsgang @citizentvkenya  misplaced priorities in our country is what is going on. Instead of prioritizing Covid 19 vaccine for all citizens we are focusing on on BBI and referendum with a possib...,,,
2035,africabnn,2021-04-22 18:04:47+00:00,0,None,"African countries have been told by the World Health Organization (WHO) and the Africa Centres for Disease Control (Africa CDC), not to destroyed Covid-19 vaccines that have expired.\n\nHand of a ...",,,
2036,lewi_mokaya,2021-04-22 16:40:16+00:00,0,None,Be sure to protect yourself and the people you love. Covid-19 Vaccine is now available in selected hospitals in all counties in Kenya and those being deployed by the government is free of charge i...,,,
2037,Basajjabalaba1,2021-04-22 14:59:20+00:00,0,None,"@WehliyeMohamed Indeed, Covid-19 passport will soon be another added bureaucracy Kenyans will have to deal with as Govt monopoly in vaccine administration is maintained.\n\nNo traveling out of Ken...",,,
2038,ChrisMidamba,2021-04-22 11:10:48+00:00,8,None,The Covid -19 vaccine is recommended as SAFE by WHO & approved by the  pharmacy and poison board  in Kenya .#StaySafe Don’t put your safety at risk. follow all the guidelines given by the @MOH...,,,
2039,lawrence_lishy,2021-04-22 09:57:42+00:00,1,None,COVID-19 vaccines are available in selected hospitals in all counties and those being deployed by the government is free of charge in identified hospitals.\nThey recommended as safe by World Healt...,,,
2040,mead_ow_,2021-04-22 09:43:16+00:00,3,None,The fight against Corona virus is still on.The Ministry of Health reminds you that Covid-19 vaccines are available in selected hospitals in all the counties in Kenya.Those being deployed by the go...,,,
2041,beato__5,2021-04-22 09:43:12+00:00,7,None,#StaySafe Vaccines against COVID-19 are now available in all counties.Those being deployed by the government are free of charge in selected hospitals.The vaccine is recommended as safe by WHO and ...,,,
